data # struct_part # percentage
9785 # R2 # 1.2639828098337863e-05
89629 # R2 # 1.2639828098337863e-05
82504 # R2 # 2.5279656196675725e-05
9003 # R4 # 0.00018910741301059002
74605 # R2 # 1.2639828098337863e-05
8062 # R2 # 2.5279656196675725e-05
0792 # R2 # 2.5279656196675725e-05
39204 # R2 # 1.2639828098337863e-05
8455 # R2 # 3.791948429501359e-05
7924 # R2 # 1.2639828098337863e-05
0468 # R2 # 8.847879668836503e-05
9675 # R2 # 3.791948429501359e-05
4064 # R2 # 5.055931239335145e-05
83065 # R2 # 1.2639828098337863e-05
96323 # R2 # 1.2639828098337863e-05
38226 # R2 # 1.2639828098337863e-05
34224 # R2 # 1.2639828098337863e-05
33038 # R2 # 2.5279656196675725e-05
38704 # R2 # 1.2639828098337863e-05
9265 # R2 # 1.2639828098337863e-05
9826 # R2 # 2.5279656196675725e-05
86055 # R2 # 2.5279656196675725e-05
8028 # R2 # 1.2639828098337863e-05
9057 # R2 # 2.5279656196675725e-05
8252 # R2 # 3.791948429501359e-05
24076 # R2 # 1.2639828098337863e-05
910312 # R2 # 1.2639828098337863e-05
031011 # R2 # 1.2639828098337863e-05
78614 # R2 # 1.2639828098337863e-05
31094 # R2 # 1.2639828098337863e-05
08126 # R2 # 2.5279656196675725e-05
01026 # R2 # 1.2639828098337863e-05
47606 # R2 # 1.2639828098337863e-05
8347 # R2 # 3.791948429501359e-05
6272 # R2 # 1.2639828098337863e-05
8627 # R2 # 5.055931239335145e-05
3938 # R2 # 2.5279656196675725e-05
62624 # R2 # 1.2639828098337863e-05
2062 # R2 # 2.5279656196675725e-05
48425 # R2 # 1.2639828098337863e-05
6557 # R2 # 1.2639828098337863e-05
2058 # R2 # 5.055931239335145e-05
8396 # R2 # 5.055931239335145e-05
9032 # R2 # 2.5279656196675725e-05
48930 # R2 # 1.2639828098337863e-05
7553 # R2 # 2.5279656196675725e-05
9834 # R2 # 3.791948429501359e-05
4669 # R2 # 0.0001011186247867029
78529 # R2 # 1.2639828098337863e-05
6299 # R2 # 6.319914049168932e-05
36037 # R2 # 5.055931239335145e-05
74084 # R2 # 2.5279656196675725e-05
07623 # R2 # 1.2639828098337863e-05
99206 # R2 # 1.2639828098337863e-05
74065 # R2 # 1.2639828098337863e-05
0573 # R2 # 6.319914049168932e-05
85024 # R2 # 1.2639828098337863e-05
97097 # R2 # 1.2639828098337863e-05
79324 # R2 # 1.2639828098337863e-05
63034 # R2 # 1.2639828098337863e-05
9462 # R2 # 3.791948429501359e-05
8095 # R2 # 1.2639828098337863e-05
64806 # R2 # 1.2639828098337863e-05
3735 # R2 # 1.2639828098337863e-05
6327 # R2 # 5.055931239335145e-05
49307 # R2 # 1.2639828098337863e-05
7587 # R2 # 1.2639828098337863e-05
7469 # R2 # 6.319914049168932e-05
29829 # R2 # 1.2639828098337863e-05
50206 # R2 # 1.2639828098337863e-05
7385 # R2 # 2.5279656196675725e-05
37094 # R2 # 1.2639828098337863e-05
79706 # R2 # 1.2639828098337863e-05
92222 # R2 # 1.2639828098337863e-05
7384 # R2 # 3.791948429501359e-05
69603 # R2 # 1.2639828098337863e-05
2079 # R2 # 1.2639828098337863e-05
35604 # R2 # 1.2639828098337863e-05
2693 # R2 # 6.319914049168932e-05
7506 # R4 # 9.455370650529501e-05
8972 # R2 # 2.5279656196675725e-05
88505 # R2 # 1.2639828098337863e-05
830624 # R2 # 1.2639828098337863e-05
6131 # R2 # 2.5279656196675725e-05
9503 # R4 # 0.00028366111951588503
35720 # R2 # 1.2639828098337863e-05
99523 # R2 # 3.791948429501359e-05
211208 # R2 # 1.2639828098337863e-05
33613 # R2 # 1.2639828098337863e-05
53067 # R2 # 1.2639828098337863e-05
72228 # R2 # 1.2639828098337863e-05
36725 # R2 # 1.2639828098337863e-05
83402 # R2 # 1.2639828098337863e-05
8273 # R2 # 3.791948429501359e-05
96802 # R2 # 1.2639828098337863e-05
8839 # R2 # 3.791948429501359e-05
5844 # R2 # 1.2639828098337863e-05
69405 # R2 # 1.2639828098337863e-05
9665 # R2 # 2.5279656196675725e-05
56028 # R2 # 1.2639828098337863e-05
48329 # R2 # 1.2639828098337863e-05
24406 # R2 # 1.2639828098337863e-05
82425 # R2 # 1.2639828098337863e-05
49927 # R2 # 1.2639828098337863e-05
96038 # R2 # 1.2639828098337863e-05
8795 # R2 # 5.055931239335145e-05
9098 # R2 # 3.791948429501359e-05
5604 # R4 # 9.455370650529501e-05
97822 # R2 # 1.2639828098337863e-05
58055 # R2 # 2.5279656196675725e-05
03728 # R2 # 1.2639828098337863e-05
22062 # R2 # 1.2639828098337863e-05
60527 # R2 # 1.2639828098337863e-05
76907 # R2 # 1.2639828098337863e-05
36729 # R2 # 1.2639828098337863e-05
88904 # R2 # 1.2639828098337863e-05
5846 # R2 # 6.319914049168932e-05
09058 # R2 # 3.791948429501359e-05
5648 # R2 # 2.5279656196675725e-05
7839 # R2 # 1.2639828098337863e-05
32208 # R2 # 1.2639828098337863e-05
88524 # R2 # 1.2639828098337863e-05
3782 # R2 # 1.2639828098337863e-05
0843 # R2 # 5.055931239335145e-05
46929 # R2 # 1.2639828098337863e-05
57077 # R2 # 1.2639828098337863e-05
47098 # R2 # 1.2639828098337863e-05
24820 # R2 # 1.2639828098337863e-05
43803 # R2 # 1.2639828098337863e-05
9343 # R2 # 8.847879668836503e-05
42064 # R2 # 1.2639828098337863e-05
26405 # R2 # 1.2639828098337863e-05
3785 # R2 # 1.2639828098337863e-05
57824 # R2 # 1.2639828098337863e-05
09503 # R2 # 1.2639828098337863e-05
45084 # R2 # 1.2639828098337863e-05
99608 # R2 # 1.2639828098337863e-05
90302 # R2 # 1.2639828098337863e-05
8725 # R2 # 2.5279656196675725e-05
3608 # R4 # 9.455370650529501e-05
8964 # R2 # 3.791948429501359e-05
92326 # R2 # 1.2639828098337863e-05
73204 # R2 # 1.2639828098337863e-05
6526 # R2 # 5.055931239335145e-05
49605 # R2 # 1.2639828098337863e-05
94058 # R2 # 1.2639828098337863e-05
8979 # R2 # 6.319914049168932e-05
8409 # R4 # 9.455370650529501e-05
55707 # R2 # 1.2639828098337863e-05
89033 # R2 # 2.5279656196675725e-05
52729 # R2 # 1.2639828098337863e-05
4287 # R2 # 3.791948429501359e-05
48097 # R2 # 1.2639828098337863e-05
98612 # R2 # 5.055931239335145e-05
9015 # R2 # 1.2639828098337863e-05
10402 # R2 # 1.2639828098337863e-05
160502 # R2 # 1.2639828098337863e-05
16919 # R2 # 2.5279656196675725e-05
19414 # R2 # 2.5279656196675725e-05
25119 # R2 # 3.791948429501359e-05
202099 # R1 # 0.00048262548262548264
43511 # R2 # 3.791948429501359e-05
171215 # R2 # 2.5279656196675725e-05
18098 # R2 # 2.5279656196675725e-05
71920 # R2 # 1.2639828098337863e-05
19110623 # R1 # 0.0009652509652509653
200801 # R2 # 2.5279656196675725e-05
020103 # R2 # 1.2639828098337863e-05
770110 # R2 # 1.2639828098337863e-05
79069 # R2 # 1.2639828098337863e-05
74708 # R2 # 1.2639828098337863e-05
67504 # R2 # 1.2639828098337863e-05
58907 # R2 # 1.2639828098337863e-05
4243 # R2 # 3.791948429501359e-05
0937 # R2 # 2.5279656196675725e-05
3203 # R4 # 9.455370650529501e-05
25424 # R2 # 1.2639828098337863e-05
77073 # R2 # 1.2639828098337863e-05
86630 # R2 # 1.2639828098337863e-05
44303 # R2 # 1.2639828098337863e-05
34033 # R2 # 1.2639828098337863e-05
4893 # R2 # 2.5279656196675725e-05
02073 # R2 # 1.2639828098337863e-05
74329 # R2 # 1.2639828098337863e-05
88046 # R2 # 1.2639828098337863e-05
0538 # R2 # 2.5279656196675725e-05
45925 # R2 # 1.2639828098337863e-05
8747 # R2 # 5.055931239335145e-05
73625 # R2 # 1.2639828098337863e-05
0753 # R2 # 3.791948429501359e-05
88072 # R2 # 1.2639828098337863e-05
90930 # R2 # 1.2639828098337863e-05
96224 # R2 # 1.2639828098337863e-05
53422 # R2 # 1.2639828098337863e-05
04905 # R2 # 1.2639828098337863e-05
20607 # R2 # 1.2639828098337863e-05
4796 # R2 # 2.5279656196675725e-05
8077 # R2 # 3.791948429501359e-05
80042 # R2 # 1.2639828098337863e-05
77902 # R2 # 1.2639828098337863e-05
7207 # R4 # 9.455370650529501e-05
0784 # R2 # 5.055931239335145e-05
58075 # R2 # 1.2639828098337863e-05
93509 # R2 # 1.2639828098337863e-05
99426 # R2 # 1.2639828098337863e-05
69720 # R2 # 1.2639828098337863e-05
90408 # R2 # 1.2639828098337863e-05
5929 # R2 # 1.2639828098337863e-05
0045 # R2 # 7.583896859002718e-05
58728 # R2 # 1.2639828098337863e-05
9479 # R2 # 3.791948429501359e-05
74407 # R2 # 1.2639828098337863e-05
4394 # R2 # 2.5279656196675725e-05
6044 # R2 # 1.2639828098337863e-05
83622 # R2 # 2.5279656196675725e-05
73705 # R2 # 1.2639828098337863e-05
36307 # R2 # 1.2639828098337863e-05
78628 # R2 # 1.2639828098337863e-05
36072 # R2 # 1.2639828098337863e-05
22099 # R2 # 2.5279656196675725e-05
6567 # R2 # 1.2639828098337863e-05
6445 # R2 # 2.5279656196675725e-05
99028 # R2 # 1.2639828098337863e-05
83094 # R2 # 2.5279656196675725e-05
73098 # R2 # 1.2639828098337863e-05
07403 # R2 # 1.2639828098337863e-05
53727 # R2 # 1.2639828098337863e-05
8563 # R2 # 3.791948429501359e-05
49209 # R2 # 1.2639828098337863e-05
72627 # R2 # 1.2639828098337863e-05
9447 # R2 # 5.055931239335145e-05
48604 # R2 # 1.2639828098337863e-05
7395 # R2 # 1.2639828098337863e-05
35035 # R2 # 1.2639828098337863e-05
8939 # R2 # 3.791948429501359e-05
19700703 # R1 # 0.00048262548262548264
07824 # R2 # 1.2639828098337863e-05
13206 # R2 # 2.5279656196675725e-05
041010 # R2 # 1.2639828098337863e-05
94722 # R2 # 1.2639828098337863e-05
10094 # R2 # 1.2639828098337863e-05
0018 # R2 # 7.583896859002718e-05
43810 # R2 # 2.5279656196675725e-05
81217 # R2 # 1.2639828098337863e-05
192535 # R1 # 0.00048262548262548264
7673 # R2 # 2.5279656196675725e-05
198965 # R1 # 0.00048262548262548264
301201 # R2 # 2.5279656196675725e-05
60403 # R2 # 1.2639828098337863e-05
55074 # R2 # 1.2639828098337863e-05
7622 # R2 # 3.791948429501359e-05
7057 # R2 # 3.791948429501359e-05
09430 # R2 # 1.2639828098337863e-05
4783 # R2 # 5.055931239335145e-05
7563 # R2 # 1.2639828098337863e-05
05824 # R2 # 1.2639828098337863e-05
0759 # R2 # 2.5279656196675725e-05
34055 # R2 # 1.2639828098337863e-05
8064 # R2 # 3.791948429501359e-05
30620 # R2 # 1.2639828098337863e-05
6953 # R2 # 2.5279656196675725e-05
4476 # R2 # 3.791948429501359e-05
92330 # R2 # 1.2639828098337863e-05
26307 # R2 # 2.5279656196675725e-05
69052 # R2 # 1.2639828098337863e-05
76606 # R2 # 1.2639828098337863e-05
36303 # R2 # 1.2639828098337863e-05
92804 # R2 # 2.5279656196675725e-05
28043 # R2 # 2.5279656196675725e-05
8639 # R2 # 2.5279656196675725e-05
6367 # R2 # 8.847879668836503e-05
04926 # R2 # 1.2639828098337863e-05
92026 # R2 # 1.2639828098337863e-05
4093 # R2 # 5.055931239335145e-05
49063 # R2 # 1.2639828098337863e-05
8738 # R2 # 1.2639828098337863e-05
7292 # R2 # 1.2639828098337863e-05
90422 # R2 # 2.5279656196675725e-05
6606 # R4 # 0.00028366111951588503
83503 # R2 # 1.2639828098337863e-05
99924 # R2 # 1.2639828098337863e-05
54722 # R2 # 1.2639828098337863e-05
8727 # R2 # 2.5279656196675725e-05
60043 # R2 # 1.2639828098337863e-05
0873 # R2 # 1.2639828098337863e-05
54706 # R2 # 1.2639828098337863e-05
98224 # R2 # 1.2639828098337863e-05
83808 # R2 # 1.2639828098337863e-05
5097 # R2 # 3.791948429501359e-05
63038 # R2 # 1.2639828098337863e-05
0785 # R2 # 2.5279656196675725e-05
80330 # R2 # 1.2639828098337863e-05
6286 # R2 # 3.791948429501359e-05
90322 # R2 # 1.2639828098337863e-05
0265 # R2 # 2.5279656196675725e-05
88828 # R2 # 1.2639828098337863e-05
79709 # R2 # 1.2639828098337863e-05
8658 # R2 # 2.5279656196675725e-05
8364 # R2 # 3.791948429501359e-05
0787 # R2 # 2.5279656196675725e-05
58920 # R2 # 1.2639828098337863e-05
39705 # R2 # 1.2639828098337863e-05
4079 # R2 # 2.5279656196675725e-05
00062 # R2 # 1.2639828098337863e-05
25504 # R2 # 1.2639828098337863e-05
49096 # R2 # 1.2639828098337863e-05
64522 # R2 # 1.2639828098337863e-05
98909 # R2 # 2.5279656196675725e-05
14068 # R2 # 1.2639828098337863e-05
06308 # R2 # 7.583896859002718e-05
57911 # R2 # 1.2639828098337863e-05
13619 # R2 # 1.2639828098337863e-05
8610 # R4 # 0.00018910741301059002
1986022 # R1 # 0.00048262548262548264
43214 # R2 # 1.2639828098337863e-05
195772 # R1 # 0.00048262548262548264
198621 # R1 # 0.00048262548262548264
190719 # R1 # 0.0009652509652509653
190303 # R2 # 1.2639828098337863e-05
5439 # R2 # 3.791948429501359e-05
79097 # R2 # 1.2639828098337863e-05
7693 # R2 # 2.5279656196675725e-05
97425 # R2 # 1.2639828098337863e-05
22083 # R2 # 1.2639828098337863e-05
03046 # R2 # 1.2639828098337863e-05
8598 # R2 # 2.5279656196675725e-05
5709 # R4 # 0.00018910741301059002
78037 # R2 # 1.2639828098337863e-05
6392 # R2 # 2.5279656196675725e-05
59928 # R2 # 1.2639828098337863e-05
60704 # R2 # 1.2639828098337863e-05
0497 # R2 # 3.791948429501359e-05
95407 # R2 # 1.2639828098337863e-05
86624 # R2 # 1.2639828098337863e-05
82226 # R2 # 1.2639828098337863e-05
0853 # R2 # 2.5279656196675725e-05
4006 # R4 # 0.00037821482602118004
46607 # R2 # 1.2639828098337863e-05
62506 # R2 # 2.5279656196675725e-05
75049 # R2 # 1.2639828098337863e-05
8288 # R2 # 7.583896859002718e-05
78058 # R2 # 1.2639828098337863e-05
5805 # R4 # 0.00018910741301059002
92228 # R2 # 1.2639828098337863e-05
0962 # R2 # 2.5279656196675725e-05
82623 # R2 # 1.2639828098337863e-05
78067 # R2 # 1.2639828098337863e-05
67329 # R2 # 1.2639828098337863e-05
68908 # R2 # 1.2639828098337863e-05
26722 # R2 # 1.2639828098337863e-05
43066 # R2 # 1.2639828098337863e-05
66427 # R2 # 1.2639828098337863e-05
24207 # R2 # 2.5279656196675725e-05
26830 # R2 # 1.2639828098337863e-05
5004 # R4 # 0.00047276853252647505
93720 # R2 # 1.2639828098337863e-05
04069 # R2 # 2.5279656196675725e-05
40226 # R2 # 1.2639828098337863e-05
73524 # R2 # 1.2639828098337863e-05
05096 # R2 # 1.2639828098337863e-05
20908 # R2 # 1.2639828098337863e-05
78327 # R2 # 2.5279656196675725e-05
08720 # R2 # 1.2639828098337863e-05
30095 # R2 # 1.2639828098337863e-05
8646 # R2 # 3.791948429501359e-05
8508 # R4 # 9.455370650529501e-05
48043 # R2 # 1.2639828098337863e-05
59425 # R2 # 1.2639828098337863e-05
2702 # R4 # 0.00037821482602118004
5388 # R2 # 5.055931239335145e-05
6439 # R2 # 3.791948429501359e-05
87405 # R2 # 1.2639828098337863e-05
0359 # R2 # 2.5279656196675725e-05
99023 # R2 # 1.2639828098337863e-05
4075 # R2 # 2.5279656196675725e-05
29059 # R2 # 1.2639828098337863e-05
3066 # R2 # 2.5279656196675725e-05
0768 # R2 # 3.791948429501359e-05
0478 # R2 # 2.5279656196675725e-05
8638 # R2 # 2.5279656196675725e-05
88097 # R2 # 1.2639828098337863e-05
0484 # R2 # 5.055931239335145e-05
76505 # R2 # 1.2639828098337863e-05
191121 # R1 # 0.00048262548262548264
48507 # R2 # 1.2639828098337863e-05
500129 # R2 # 1.2639828098337863e-05
10621 # R2 # 1.2639828098337863e-05
196119 # R1 # 0.00048262548262548264
50095 # R2 # 1.2639828098337863e-05
197794 # R1 # 0.00048262548262548264
48124 # R2 # 1.2639828098337863e-05
74039 # R2 # 1.2639828098337863e-05
4924 # R2 # 2.5279656196675725e-05
93307 # R2 # 1.2639828098337863e-05
5305 # R4 # 0.00018910741301059002
8626 # R2 # 5.055931239335145e-05
6809 # R4 # 9.455370650529501e-05
40409 # R2 # 1.2639828098337863e-05
30304 # R2 # 1.2639828098337863e-05
82048 # R2 # 2.5279656196675725e-05
0372 # R2 # 2.5279656196675725e-05
0485 # R2 # 5.055931239335145e-05
37086 # R2 # 1.2639828098337863e-05
55907 # R2 # 1.2639828098337863e-05
30726 # R2 # 1.2639828098337863e-05
99059 # R2 # 1.2639828098337863e-05
5888 # R2 # 1.2639828098337863e-05
5727 # R2 # 3.791948429501359e-05
48908 # R2 # 1.2639828098337863e-05
23330 # R2 # 1.2639828098337863e-05
64039 # R2 # 1.2639828098337863e-05
97326 # R2 # 1.2639828098337863e-05
43328 # R2 # 1.2639828098337863e-05
86622 # R2 # 1.2639828098337863e-05
6954 # R2 # 2.5279656196675725e-05
75305 # R2 # 1.2639828098337863e-05
83086 # R2 # 1.2639828098337863e-05
60057 # R2 # 2.5279656196675725e-05
7925 # R2 # 5.055931239335145e-05
02329 # R2 # 1.2639828098337863e-05
9535 # R2 # 1.2639828098337863e-05
56823 # R2 # 1.2639828098337863e-05
7748 # R2 # 6.319914049168932e-05
6806 # R4 # 0.00018910741301059002
9356 # R2 # 5.055931239335145e-05
75096 # R2 # 1.2639828098337863e-05
0449 # R2 # 1.2639828098337863e-05
9559 # R2 # 3.791948429501359e-05
45305 # R2 # 1.2639828098337863e-05
42094 # R2 # 1.2639828098337863e-05
7372 # R2 # 2.5279656196675725e-05
29402 # R2 # 1.2639828098337863e-05
7637 # R2 # 2.5279656196675725e-05
23806 # R2 # 1.2639828098337863e-05
78702 # R2 # 2.5279656196675725e-05
04324 # R2 # 1.2639828098337863e-05
5503 # R4 # 9.455370650529501e-05
72083 # R2 # 1.2639828098337863e-05
5643 # R2 # 1.2639828098337863e-05
95907 # R2 # 1.2639828098337863e-05
78630 # R2 # 1.2639828098337863e-05
46407 # R2 # 1.2639828098337863e-05
30306 # R2 # 1.2639828098337863e-05
7804 # R4 # 0.00037821482602118004
54824 # R2 # 1.2639828098337863e-05
6303 # R4 # 9.455370650529501e-05
40036 # R2 # 2.5279656196675725e-05
9804 # R4 # 9.455370650529501e-05
6876 # R2 # 8.847879668836503e-05
8857 # R2 # 5.055931239335145e-05
4656 # R2 # 3.791948429501359e-05
5617 # R2 # 3.791948429501359e-05
1982113 # R1 # 0.00048262548262548264
201627 # R1 # 0.00048262548262548264
13216 # R2 # 1.2639828098337863e-05
180919 # R2 # 3.791948429501359e-05
981017 # R2 # 1.2639828098337863e-05
28088 # R2 # 6.319914049168932e-05
5527 # R2 # 6.319914049168932e-05
670411 # R2 # 1.2639828098337863e-05
85709 # R2 # 1.2639828098337863e-05
19860426 # R1 # 0.00048262548262548264
30086 # R2 # 1.2639828098337863e-05
4113 # R2 # 6.319914049168932e-05
11085 # R2 # 1.2639828098337863e-05
1992104 # R1 # 0.00048262548262548264
204526 # R1 # 0.00048262548262548264
11317 # R2 # 2.5279656196675725e-05
56505 # R2 # 1.2639828098337863e-05
7633 # R2 # 1.2639828098337863e-05
51117 # R2 # 1.2639828098337863e-05
7646 # R2 # 6.319914049168932e-05
04923 # R2 # 1.2639828098337863e-05
3075 # R2 # 3.791948429501359e-05
4987 # R2 # 6.319914049168932e-05
90530 # R2 # 1.2639828098337863e-05
25052 # R2 # 1.2639828098337863e-05
98525 # R2 # 1.2639828098337863e-05
0733 # R2 # 1.2639828098337863e-05
6849 # R2 # 0.00015167793718005436
48035 # R2 # 1.2639828098337863e-05
0095 # R2 # 3.791948429501359e-05
7937 # R2 # 6.319914049168932e-05
70826 # R2 # 1.2639828098337863e-05
48092 # R2 # 2.5279656196675725e-05
37629 # R2 # 1.2639828098337863e-05
80925 # R2 # 1.2639828098337863e-05
8666 # R2 # 2.5279656196675725e-05
8946 # R2 # 1.2639828098337863e-05
38402 # R2 # 1.2639828098337863e-05
0293 # R2 # 1.2639828098337863e-05
5853 # R2 # 1.2639828098337863e-05
60326 # R2 # 1.2639828098337863e-05
22043 # R2 # 2.5279656196675725e-05
08085 # R2 # 2.5279656196675725e-05
6399 # R2 # 3.791948429501359e-05
8648 # R2 # 2.5279656196675725e-05
39043 # R2 # 1.2639828098337863e-05
76509 # R2 # 1.2639828098337863e-05
60924 # R2 # 1.2639828098337863e-05
48805 # R2 # 1.2639828098337863e-05
55926 # R2 # 1.2639828098337863e-05
6402 # R4 # 9.455370650529501e-05
8894 # R2 # 2.5279656196675725e-05
9525 # R2 # 2.5279656196675725e-05
28823 # R2 # 1.2639828098337863e-05
46705 # R2 # 1.2639828098337863e-05
50034 # R2 # 1.2639828098337863e-05
7705 # R4 # 9.455370650529501e-05
70320 # R2 # 2.5279656196675725e-05
70703 # R2 # 1.2639828098337863e-05
8094 # R2 # 1.2639828098337863e-05
90630 # R2 # 1.2639828098337863e-05
95425 # R2 # 1.2639828098337863e-05
88024 # R2 # 1.2639828098337863e-05
70722 # R2 # 2.5279656196675725e-05
38709 # R2 # 1.2639828098337863e-05
38227 # R2 # 1.2639828098337863e-05
68604 # R2 # 1.2639828098337863e-05
8784 # R2 # 3.791948429501359e-05
4526 # R2 # 3.791948429501359e-05
8306 # R4 # 9.455370650529501e-05
9429 # R2 # 3.791948429501359e-05
30326 # R2 # 1.2639828098337863e-05
3538 # R2 # 1.2639828098337863e-05
78920 # R2 # 1.2639828098337863e-05
4254 # R2 # 6.319914049168932e-05
38827 # R2 # 1.2639828098337863e-05
4272 # R2 # 2.5279656196675725e-05
8469 # R2 # 2.5279656196675725e-05
47803 # R2 # 1.2639828098337863e-05
8909 # R4 # 9.455370650529501e-05
9584 # R2 # 5.055931239335145e-05
66902 # R2 # 1.2639828098337863e-05
97408 # R2 # 1.2639828098337863e-05
43329 # R2 # 1.2639828098337863e-05
43227 # R2 # 1.2639828098337863e-05
65630 # R2 # 1.2639828098337863e-05
76302 # R2 # 1.2639828098337863e-05
5861 # R2 # 2.5279656196675725e-05
45323 # R2 # 1.2639828098337863e-05
11319 # R2 # 1.2639828098337863e-05
12-25 # R2 # 1.2639828098337863e-05
14078 # R2 # 1.2639828098337863e-05
97814 # R2 # 1.2639828098337863e-05
37814 # R2 # 1.2639828098337863e-05
0185 # R2 # 1.2639828098337863e-05
09220 # R2 # 3.791948429501359e-05
28099 # R2 # 2.5279656196675725e-05
6037 # R2 # 6.319914049168932e-05
25083 # R2 # 1.2639828098337863e-05
98053 # R2 # 2.5279656196675725e-05
7362 # R2 # 2.5279656196675725e-05
0289 # R2 # 2.5279656196675725e-05
89320 # R2 # 1.2639828098337863e-05
40930 # R2 # 1.2639828098337863e-05
6092 # R2 # 1.2639828098337863e-05
3783 # R2 # 2.5279656196675725e-05
8562 # R2 # 1.2639828098337863e-05
0492 # R2 # 1.2639828098337863e-05
3787 # R2 # 3.791948429501359e-05
9536 # R2 # 1.2639828098337863e-05
62089 # R2 # 1.2639828098337863e-05
85204 # R2 # 1.2639828098337863e-05
28625 # R2 # 1.2639828098337863e-05
8058 # R2 # 1.2639828098337863e-05
0296 # R2 # 6.319914049168932e-05
73922 # R2 # 1.2639828098337863e-05
0339 # R2 # 1.2639828098337863e-05
50722 # R2 # 1.2639828098337863e-05
4722 # R2 # 1.2639828098337863e-05
8307 # R4 # 0.00018910741301059002
69924 # R2 # 1.2639828098337863e-05
9464 # R2 # 2.5279656196675725e-05
33502 # R2 # 1.2639828098337863e-05
7422 # R2 # 2.5279656196675725e-05
86077 # R2 # 1.2639828098337863e-05
58804 # R2 # 1.2639828098337863e-05
33602 # R2 # 1.2639828098337863e-05
8334 # R2 # 2.5279656196675725e-05
44069 # R2 # 1.2639828098337863e-05
65530 # R2 # 1.2639828098337863e-05
0396 # R2 # 5.055931239335145e-05
24044 # R2 # 1.2639828098337863e-05
8063 # R2 # 2.5279656196675725e-05
45927 # R2 # 1.2639828098337863e-05
40523 # R2 # 2.5279656196675725e-05
6242 # R2 # 2.5279656196675725e-05
37523 # R2 # 1.2639828098337863e-05
07504 # R2 # 1.2639828098337863e-05
47204 # R2 # 1.2639828098337863e-05
23706 # R2 # 1.2639828098337863e-05
8729 # R2 # 2.5279656196675725e-05
79094 # R2 # 1.2639828098337863e-05
27727 # R2 # 2.5279656196675725e-05
7962 # R2 # 1.2639828098337863e-05
7073 # R2 # 2.5279656196675725e-05
84508 # R2 # 1.2639828098337863e-05
6907 # R4 # 9.455370650529501e-05
7747 # R2 # 5.055931239335145e-05
35606 # R2 # 1.2639828098337863e-05
7556 # R2 # 7.583896859002718e-05
9402 # R4 # 0.00028366111951588503
3925 # R2 # 5.055931239335145e-05
97728 # R2 # 1.2639828098337863e-05
9145 # R2 # 3.791948429501359e-05
02126 # R2 # 5.055931239335145e-05
03324 # R2 # 1.2639828098337863e-05
180000 # R6 # 0.004016064257028112
270604 # R2 # 2.5279656196675725e-05
02038 # R2 # 1.2639828098337863e-05
78085 # R2 # 1.2639828098337863e-05
8093 # R2 # 2.5279656196675725e-05
3011 # R2 # 5.055931239335145e-05
7161 # R2 # 1.2639828098337863e-05
8853 # R2 # 1.2639828098337863e-05
88052 # R2 # 1.2639828098337863e-05
88425 # R2 # 1.2639828098337863e-05
7009 # R4 # 9.455370650529501e-05
6235 # R2 # 5.055931239335145e-05
96328 # R2 # 1.2639828098337863e-05
7345 # R2 # 1.2639828098337863e-05
2794 # R2 # 2.5279656196675725e-05
4833 # R2 # 1.2639828098337863e-05
8982 # R2 # 2.5279656196675725e-05
69808 # R2 # 1.2639828098337863e-05
5976 # R2 # 2.5279656196675725e-05
4586 # R2 # 3.791948429501359e-05
04606 # R2 # 1.2639828098337863e-05
87330 # R2 # 1.2639828098337863e-05
33627 # R2 # 1.2639828098337863e-05
49706 # R2 # 1.2639828098337863e-05
28423 # R2 # 1.2639828098337863e-05
70228 # R2 # 1.2639828098337863e-05
08022 # R2 # 1.2639828098337863e-05
3527 # R2 # 1.2639828098337863e-05
6766 # R2 # 2.5279656196675725e-05
6682 # R2 # 2.5279656196675725e-05
78605 # R2 # 1.2639828098337863e-05
9286 # R2 # 2.5279656196675725e-05
78803 # R2 # 1.2639828098337863e-05
9432 # R2 # 2.5279656196675725e-05
67027 # R2 # 1.2639828098337863e-05
8948 # R2 # 2.5279656196675725e-05
9486 # R2 # 2.5279656196675725e-05
7054 # R2 # 2.5279656196675725e-05
93067 # R2 # 2.5279656196675725e-05
07923 # R2 # 1.2639828098337863e-05
65509 # R2 # 1.2639828098337863e-05
07328 # R2 # 1.2639828098337863e-05
33076 # R2 # 1.2639828098337863e-05
73903 # R2 # 1.2639828098337863e-05
4936 # R2 # 3.791948429501359e-05
6295 # R2 # 1.2639828098337863e-05
92802 # R2 # 3.791948429501359e-05
30322 # R2 # 1.2639828098337863e-05
6925 # R2 # 5.055931239335145e-05
74094 # R2 # 1.2639828098337863e-05
93609 # R2 # 1.2639828098337863e-05
36304 # R2 # 1.2639828098337863e-05
64728 # R2 # 1.2639828098337863e-05
70056 # R2 # 1.2639828098337863e-05
9929 # R2 # 6.319914049168932e-05
73308 # R2 # 1.2639828098337863e-05
39624 # R2 # 1.2639828098337863e-05
64404 # R2 # 1.2639828098337863e-05
9354 # R2 # 2.5279656196675725e-05
6697 # R2 # 3.791948429501359e-05
0442 # R2 # 3.791948429501359e-05
67076 # R2 # 1.2639828098337863e-05
3491 # R2 # 1.2639828098337863e-05
52922 # R2 # 1.2639828098337863e-05
03044 # R2 # 2.5279656196675725e-05
12115 # R2 # 2.5279656196675725e-05
8721 # R2 # 1.2639828098337863e-05
